source_id,Teff,e_Teff,logg,e_logg,__Fe_H_,e__Fe_H_,__alpha_Fe_,e__alpha_Fe_,__C_Fe_,e__C_Fe_,__O_Fe_,e__O_Fe_,__Mg_Fe_,e__Mg_Fe_,__Al_Fe_,e__Al_Fe_,__Si_Fe_,e__Si_Fe_,__Ca_Fe_,e__Ca_Fe_,__Ti_Fe_,e__Ti_Fe_,__Mn_Fe_,e__Mn_Fe_,__Ni_Fe_,e__Ni_Fe_,__Ba_Fe_,e__Ba_Fe_,__Eu_Fe_,e__Eu_Fe_
5482271151979596416,5181.79,108.38,3.742005,0.188091,-0.758832,0.084259,0.284647,0.0401556,,,0.679319,0.1411638,0.303296,0.0837107,0.363083,0.0755158,0.31358,0.0637951,0.22754,0.0812549,0.168434,0.0979507,-0.155552,0.0872511,-0.094747,0.087575,-0.197938,0.0985403,,
5482681613414539136,4506.75,103.4,1.360747,0.287312,-1.442955,0.088737,0.219987,0.0455462,,,,,0.042505,0.0903134,0.216381,0.0789832,0.216882,0.0672974,0.381872,0.0849257,,,-0.308502,0.1125738,-0.108793,0.0861427,1.803269,0.1041008,0.496588,0.1071568
5486132602458200960,5004.25,156.98,2.36857,0.220168,-0.799788,0.152039,0.259179,0.0759969,,,0.510446,0.2163888,-0.191012,0.1963278,0.187568,0.1201302,0.293354,0.1149062,0.43015,0.1292689,0.16107,0.2933593,-0.184765,0.190625,0.364363,0.1913197,0.331604,0.1774401,0.450985,0.1394265
5494846919301524992,4610.07,97.2,1.70917,0.222594,-1.056275,0.080288,-0.033984,0.0448578,,,0.459484,0.1488739,0.011814,0.0925025,,,-0.072021,0.0684358,0.184869,0.0861018,-0.01736,0.07748,-0.405983,0.0958884,-0.339231,0.0882465,0.31818,0.1059017,0.4677,0.1081639
5494899077384329344,5050.28,115.8,3.624721,0.194296,-0.517884,0.105634,0.196747,0.0692757,0.744792,0.1740346,0.505921,0.2020749,0.372848,0.1703779,0.47059,0.1116455,0.159438,0.1042643,0.263393,0.1200247,0.128592,0.1895908,-0.074225,0.1678349,0.11156,0.1281535,-0.11729,0.1613295,0.464797,0.1334616
5549121630747087744,3746.2,78.26,0.599695,0.269103,-0.773801,0.065799,,,,,,,,,,,,,,,,,,,,,,,,
5566151760193226496,4563.2,125.53,1.760942,0.223941,-1.041011,0.112664,0.246165,0.050413,,,0.53605,0.1748316,0.046415,0.1267921,0.102064,0.0954913,0.221392,0.0851361,0.376527,0.1025588,0.281279,0.1008964,-0.186679,0.1283889,-0.155817,0.1025409,0.460558,0.132004,0.667281,0.1212261
5566712476761453440,3777.36,73.43,0.83715,0.234642,-0.608515,0.05201,,,,,,,,,,,,,,,,,,,,,,,,
5567973273001201152,5294.48,86.55,3.387934,0.182624,-1.389963,0.081719,0.243734,0.0265719,,,0.617088,0.1024363,0.166996,0.0495571,,,0.290225,0.0431127,0.236298,0.0572831,0.294825,0.077532,-0.379725,0.0516133,,,-0.011481,0.0648659,,
5630237688772767744,4901.74,130.01,2.807758,0.207578,-0.656961,0.124003,0.410989,0.0759097,,,0.531795,0.2154425,0.562033,0.199843,0.737789,0.1195694,0.463423,0.1141908,0.220601,0.1286565,0.735472,0.2961815,-1.21733,0.1890758,0.548727,0.1903454,0.012288,0.1763611,0.451665,0.1390408
5648887085309895808,4760.87,82.41,2.202552,0.20962,-0.738654,0.056093,0.335514,0.0195864,,,0.486181,0.0904275,0.38856,0.0424912,0.349625,0.0453762,0.296973,0.0377687,0.261354,0.0500194,0.364164,0.0324084,-0.142645,0.0434707,0.022031,0.0496957,1.586677,0.0558044,0.527757,0.0692353
5652965315670546560,5224.83,134.1,3.243627,0.201511,-1.180778,0.151065,0.206494,0.0661006,,,0.390126,0.1912462,0.105774,0.1521351,0.539355,0.1052254,0.240717,0.096478,0.215121,0.113061,,,-0.203665,0.1515263,0.090551,0.1655347,-0.039484,0.1494545,1.068335,0.1287494
5661803018335029760,4368.62,115.74,1.661944,0.265788,-0.844887,0.116043,0.142597,0.064935,,,,,0.076687,0.1918899,0.027845,0.1187262,0.141502,0.1131184,0.160182,0.1277361,0.018085,0.100915,-0.602639,0.1867581,-0.140925,0.124325,0.32582,0.1747426,0.576445,0.1384586
5671614093732317952,3720.89,75.44,1.077758,0.302542,-0.152798,0.06695,,,,,,,,,,,,,,,,,,,,,,,,
5675967098922897664,5162.9,196.79,2.289786,0.288269,-1.20713,0.250218,0.234552,0.1217184,,,0.329369,0.2362162,0.332145,0.2356841,0.866738,0.1318804,0.428253,0.1302682,0.199055,0.1421413,,,-0.064623,0.2244389,0.353096,0.2117983,0.301183,0.2035879,1.056416,0.1472591
5676860177242523136,5024.68,80.98,2.455837,0.254511,-0.606244,0.055246,0.091147,0.0221413,,,0.346607,0.085138,0.109386,0.0399346,-0.047643,0.0422299,0.070637,0.0356156,0.028325,0.0468561,0.098725,0.0400182,-0.238625,0.0403802,-0.145757,0.0460028,0.403992,0.0520807,0.253913,0.0644176
5681303849189949952,5153.63,106.99,2.304929,0.274911,-1.27207,0.105592,0.342402,0.050471,,,0.816815,0.139758,0.351497,0.0821776,0.296089,0.0746815,0.258462,0.0629659,0.338059,0.0803734,0.283143,0.0854563,-0.461147,0.0857285,-0.250457,0.1135307,0.139043,0.0972191,0.523853,0.1031471
5702988692390504320,4786.35,135.72,2.699796,0.217888,-0.529785,0.101207,0.167961,0.0512524,,,0.349928,0.1731782,0.323289,0.1243952,0.465593,0.0945107,0.120086,0.0840259,0.215272,0.1015048,0.183375,0.0839192,-0.285225,0.1261669,-0.070433,0.1015898,-0.261897,0.1302849,0.462925,0.12044
