source_id,Teff,e_Teff,logg,e_logg,__Fe_H_,e__Fe_H_,__alpha_Fe_,e__alpha_Fe_,__C_Fe_,e__C_Fe_,__O_Fe_,e__O_Fe_,__Mg_Fe_,e__Mg_Fe_,__Al_Fe_,e__Al_Fe_,__Si_Fe_,e__Si_Fe_,__Ca_Fe_,e__Ca_Fe_,__Ti_Fe_,e__Ti_Fe_,__Mn_Fe_,e__Mn_Fe_,__Ni_Fe_,e__Ni_Fe_,__Ba_Fe_,e__Ba_Fe_,__Eu_Fe_,e__Eu_Fe_
6558661596411063680,4936.7,139.9,2.441278,0.27616,-0.469009,0.123189,0.24061,0.0750188,,,0.461831,0.2028602,0.290744,0.1717476,0.256438,0.112111,0.184658,0.104838,0.517842,0.1205308,0.304831,0.1376158,-0.137548,0.1690491,0.030505,0.1182626,0.447223,0.1622014,0.193074,0.1337964
6580733639504561152,4092.03,103.42,1.441795,0.371025,-0.574974,0.105523,,,,,,,,,,,,,,,,,,,,,,,,
6582932387881824128,4910.25,124.44,2.469369,0.240693,-0.441155,0.10295,0.269571,0.0474421,,,0.516711,0.1751699,0.432307,0.1272861,0.27534,0.095692,0.189906,0.085364,0.249765,0.1027746,0.12796,0.1140918,0.000949,0.1288461,-0.093909,0.1027352,0.269771,0.1323566,0.222289,0.1444327
6585559739636072064,4920.97,149.83,2.625338,0.256634,-0.565409,0.142136,0.302007,0.0805523,,,0.873217,0.236085,0.28475,0.2354108,0.183459,0.1318027,0.226235,0.1301643,0.431277,0.1420559,0.190215,0.1651664,-0.247288,0.2242067,-0.009477,0.2116624,0.613693,0.2003301,0.303685,0.1472088
6629405132318802176,6060.73,80.65,4.1048,0.179355,-1.402353,0.09498,0.367689,0.0296037,,,0.658064,0.1051718,0.322306,0.0537386,,,0.443581,0.0444103,0.288578,0.0589514,,,-0.24747,0.0536751,,,0.138568,0.0670356,,
6629425374506921856,4874.94,139.86,2.388275,0.260074,-0.568086,0.129528,0.348124,0.0614769,,,0.738943,0.2123717,0.181334,0.1888354,0.213235,0.1177492,0.278526,0.1118806,0.394074,0.1266703,0.42629,0.1029589,-0.243732,0.1840896,0.092691,0.1350227,0.652692,0.1728728,0.292957,0.1377808
6645984084039062656,4913.7,142.69,2.453108,0.33604,-0.511539,0.120112,0.261068,0.0605666,,,0.430113,0.1942982,0.242181,0.1571549,0.193592,0.107035,0.267959,0.0986488,0.379593,0.115021,0.09551,0.1363725,-0.356157,0.1560401,0.065582,0.1146132,0.346582,0.1527732,0.500453,0.1528411
6659656721585747072,5186.6,95.48,2.545479,0.259642,-0.814599,0.079375,0.112526,0.030259,,,0.489128,0.1187974,0.14833,0.0619133,-0.071538,0.0697643,0.085108,0.0512701,0.129627,0.0673239,0.100877,0.0659031,-0.322162,0.0650181,-0.213579,0.0799725,0.357606,0.0783547,0.403398,0.1127001
6670756703784161536,5072.74,177.49,2.550954,0.280064,-0.499835,0.158899,0.216377,0.0864466,,,0.380597,0.2314464,0.349343,0.2258572,0.132673,0.129054,0.110003,0.126509,0.294474,0.1390379,,,-0.054793,0.2160709,0.086275,0.2068611,0.386321,0.1948671,0.395289,0.1454166
6673663675089142016,4613.0,172.95,2.079247,0.325671,-0.370373,0.14101,0.311103,0.1105894,,,0.869332,0.2404931,,,0.373262,0.1344147,0.355143,0.1336723,,,0.215575,0.196871,-0.143035,0.2320661,0.288477,0.2162309,0.360523,0.2055616,0.257592,0.1533641
6683096174889953536,4569.61,262.89,1.92691,0.397905,-0.746489,0.227977,0.452831,0.1220433,,,0.799407,0.2690537,,,0.287968,0.1513345,0.418274,0.1571806,0.505292,0.1936655,,,-0.040745,0.2859355,,,-0.122971,0.2789278,0.779081,0.1593226
6701394354780107904,5239.5,171.32,3.074171,0.227058,-1.176763,0.221956,0.377348,0.0804906,1.556233,0.1869495,0.752016,0.2249265,0.289935,0.2127919,0.731477,0.1251903,0.188244,0.1214351,0.572735,0.1348026,0.802019,0.3257587,-0.375475,0.2048706,0.440131,0.2001232,-0.155682,0.1872629,1.187105,0.1428563
6716211785791629312,3895.73,87.87,1.055987,0.547966,-0.724631,0.078325,,,,,,,,,,,,,,,,,,,,,,,,
6761106082530225664,3857.33,94.99,1.100861,0.49283,-0.492866,0.099297,,,,,,,,,,,,,,,,,,,,,,,,
6763518406713952384,3498.96,74.86,0.143277,0.52065,-1.997527,0.07062,,,,,,,,,,,,,,,,,,,,,,,,
6785261249153219584,4683.19,102.28,1.802524,0.429247,-1.397859,0.081648,0.261974,0.0412964,,,0.495753,0.1219223,0.230174,0.0646224,,,0.173603,0.0529303,0.290701,0.0692573,0.219907,0.0686728,-0.50146,0.0678621,-0.166793,0.1272494,0.298465,0.0810619,,
